,0
3230,지금은 권력이 눈앞이라~ 아리가또! 여가부장관 되면 딴소리 할꺼 뻔한데 ㅎㅎㅎ 권력욕 정치인들 하는 소리 얼마나 뒤 바꿨나? ㅋㅋㅋ
3231,더만져 당사 앞에 피킷 시위좀 해야것네더 만 져 보니 음~ 좋은데?~~ 라고..ㅋㅋㅋ
3232,머 당연한거지 그러나 인정안하는 더러운 만진당
3233,잘죽음 1위
3234,역시 솔직한 사람 추가요~~~이제 문재인 눈치보지말고 할말은 해라~~~양심껏 행동좀해라~~~
3235,닌 이제 추천자와 더민당 조폭똘마니 조직에 찍혔다!
3236,권력형 성범죄라기보다는 늙어가면 뇌세포가 죽어가면서 뇌기능의 장애(정신병)에 걸리거나 수맥전자파에 의하여 정신병 상태가 되어 생기는 판단력 장애일 것이다. 공직자들은 매년 신체검사를 하면서 정신병도 같이 해야 할 것이다.
3237,너무 당연한 걸 기사로 봐야하다니 미개한 나라다
3238,"근데 내가 대통령이면 여성부 장관으로 독거노총각 아재를 임명할듯ㅋ 저출산 대책위원회 위원장도 겸직해서ㅋㅋㅋ 매일매일 동영상 틀어놓고 ""여자는 신기루야!"" 거리는 동영상 매일매일 틀어놓으면 비혼 사라질듯ㅋㅋ 아 후임으로는 50대 노처녀 유투버 분 구함"
3239,강간전문-자살전문정권밑에서 장관하고싶니? 한똥속?
3240,간만에 제정신인 사람이 나왔네요
3241,내각에 국민대다수를 대변하는 부서가 있어야 옳지 여성부라니 미친거지 그건 그냥 복지부에서 할 일이지 미국같은데서 차별받고 어쩌고하면서 흑인부 동양인부 만든다면 웃기는짓아니냐 다른 기관에서 진두지휘할만한것들 가져다 휘둘러보다가 뒷처리는 그부서로 떠넘기는데 저것들은 진정 잡탕부서라고밖에는
3242,대깨들아 가만히 있냐? 달려 들어야지?
3243,여성부는 사라져야함
3244,전라도랑 민주당에서 극한의 미움을 받을듯..
3245,드뎌 정상적인 장관등장인가?
3246,저 분은 문씨가 여가부 버린 카드로 생각는 모양이네. 그래도 바른 말 하시는게 ᆢ ᆢ ᆢ 이제는 저런 분이 여가부에 나오는 게 낯설다.
3247,보편적 사고는 환영합니다 언행일관을 지켜보지요
3248,휴 다행입니다 대한민국 이렇게죽지않아
3249,미투이긴 하지만 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ유투라고 말하지도않네 아무튼 여자만 말햇지만 이제는 조심좀 하쇼 높아봐야 그냥 날라간다 사묵고 다녀라 목날라가기전에
3250,문정권과 여당이 최악의 적폐다
3251,인정 !!~~~~~~ 오케이다른거도 인정할건 하라 여가부장관이면 특히나 ...
3252,성추행 사기펀드 관련 문제등.. 문제 많은 사람을 서울시에서 5일장 한 심보는 무슨 심보냐?? 막대한 세금 퍼부어서 얼탱이 없는 성역화 어이가 없어요.
3253,좀은근 멋짐
3254,이사람도 윤 석 렬냄새가 나네?양산이라~
3255,이 후보자는 문가 일당과는 코드가 안맞는거 아닌가?
3256,이분 여가부장관 임명되기도 전에 대깨문들 양념질에 넉다운 될 듯...
3257,그렇지요 본인소신대로 말하면되지 뭐가무서워머뭇거리고 대답은 대전으로 갔다가 대구부산 들려서 삼천포로가고..지도 알지못하는애매한 대답만하는지..
3258,오거돈은 맞지만 박원순은 아니다 노랑머리와 자칭 피해자라는 자의 엄마가 조작한 사건이라 확신이 든다
3259,사람이 너무들한다 돌라신 분이라고 막말 하지말고 살라 계신때 자기들한테 자기들한테 잘해주면 좋다고 하고 돌가신분이라고 막말하는것 짐슴보다 못한 사람들이라고 생각한다 대한민국 성추행 인간도 쓸래기 지만 일방적으로 성추행 몰라가는것도 안좋다 남자 여자 비교 하지말고 남녀 노소 생명 존엄으로 대하여 봐야지 죽은 사람은 말이 없는것다
3260,여가부 폐쇄합시다 박시장님은 아니라는게 점점밝혀지고 있는데 무슨 개소리를
3261,정신좀 돌아가네. 전임자 보단.
3262,맞다하고 끝낼게 아니라 후보 거둬들이고 장례비용도 가족한테 청구해라
3263,옳소!그런데 민주당에서 옹호하고 덮었습니다
3264,김학의는?
3265,왜구들한테 엄청난 호응받겠다장제워니가 좋아라하겄네 ㅋㅋ
3266,아니 이걸 기다 아니다 따지는게 문제 아니야?
3267,여가부 2조 뜯어내는 것? 없애야 하는 것 아닌가요? 솔직히 표관리 하기 위한 부처인데..실력으로 표를 모아야지 정서를 가지고 표를 관리한다? 정말 한심합니다..
3268,박0순 성추행 맞다네요 반박해보시죠 강성지지층 여러분
3269,도대체 무슨 증거로 그따위 발언을 하나
3270,이런사람을 추천했냐 다른사람으로찾아라 박원순시장님건은 증거로나온게 하나라도있냐 오히려 비서가 시장님 좋아하고 사랑한다는 편지가또나온거는아냐 한심한것들
3271,"이번엔 멍청한 여자가 잘못 자리를 앉은거 같애! 양아치 기레기랑 병든닥댜가리들 한테 쫄아서 자리가 탐나서 진실을 외면하고 현실에 타협하는여자가 무슨 일을 제대로 하겠는지~~~,"
3272,괘씸합니다. 대한민국의 영웅 박원순 시장님을 성범죄자로 단정 짓다니 분노가 치밀어 오릅니다. 당장 정영애를 지명 철회시켜야 합니다. 박원순 시장님은 성범죄를 저지른 사실이 없습니다. 수사기관에서 성범죄로 인정한 증거는 단 한가지도 없습니다. 문대통령님께서도 박원순 시장님을 애도하며 조의를 표하셨습니다. 또한 유언장에는 성범죄에 대한 언급은 한마디도 없었습니다. 박원순 시장님의 자살은 성범죄랑은 아무 상관이 없습니다. 평생을 여성의 인권과 여성의 존엄을 위해 투쟁하신 위대한 영웅을 더이상 폄하하지 마십시오.
3273,아주 잘한다ㅋㅋ야당 좋아 죽겠네ㅋㅋ
3274,"박원숭,오걸떵,안희덩,윤삥향.김겅수 죄다 더벌리믄주긴당"
3275,박시장님께서 피해자입니다
3276,그냥 여가부 폐지~
3277,권력형 성범죄는 맞다고 하면서 가해자인지는 대답 못하는건 머지?
3278,여가부? 뭐 하는곳?? 그냥 철밥통 직장 그이상 이하도 아닌곳?
3279,여가부가 뭐에요?? 세금 좀 먹지말고 페기!!!
3280,더듬당에서 장관임명 반대 하겠는데?ㅋㅋㅋ
3281,"장담한다. 내일 청와대 국민청원에 대깨문들이 정영애 임명철회 청원 올린다. 대깨문들은 상식이고,법치고, 그딴거 하나도 안따진다. 아무리 정상적이고 합리적인 말이라도 지네들한테 불리하면 무조건 청원 올리고 집단테러 가하는 집단이니깐. 이번 정경심 판결한 재판부를 향해 적폐세력으로 규정하고 청원올리고 근조 사법부 사진 올리며 발악하는 걸 보면 뻔한거지"
3282,귄력에 아부하지말고 소신껏 정체성 가지고 활동하길.
3283,이발언 진심이기를 바람니다!
3284,바른말하다미운오리되면윤씨처럼당할까걱정
3285,"사이다 발언이다!!!ㅋㅋㅋ 묵은 체증이 확 내려가네 ㅋㅋㅋㅋ 저게 성범죄지 그럼 대체 뭐란말인가? 이런 사람을 서울시 장으로 치러준다는 것 자체가 피해자에게 엄청난 모욕이 됨을 똑똑히 알아라!!! 부끄러운줄 알아라. 박원순, 오거돈, 안희정 죄다 민주당이네 ㅋㅋㅋㅋㅋ"
3286,"ㅋㅋㅋㅋ 같은 팀 아니였어? 왜 이제와서 팀킬하는척ㅋㅋ. 너무 그렇게 1차원적인 쇼하지 마쇼 재앙이처럼. 진짜 뭐..ㅋㅋ 이렇게 티를 낼 수가 있나? 바보취급도 적당히하지? 뭐 니들 광신도들이야 얼씨구나하고 덥썩 물겠지만, 정상인은 아니거든."
3287,지금 소신을 계속 가지고 성범자들 옹호하는 문제인과 그 패거리 민주당놈들 교육좀 시키길 바란다
3288,"여가부 측에서 옳은 소리 하는건 대한민국 정부 수립 이래로 처음인듯. 물론 맞벌이 안하는 가정은 세금 추가부담 해야된다 뭐 이런 소리 하는거 보면 정상은 아니긴 하지만, 지금 뽑으려는 인사들 보면 지금까지 여가부가 저지른거 보다 더 심한 만행을 저지를거 같은 작자들 천지고. 되려 나중에 윤석열 처럼 팽 당하지나 않을까 걱정되네ㅋㅋ"
3289,그렇게 여성계와 꼴페미코인 무조건 옹호하더니 2030 남성표는 걍 버리겠다는 자세네..ㅋㅋㅋ
3290,소신있는분 장관 임명되면무능한 정부 눈치말고 소신껏 하시길근데 좌파들 임명해줄지 걱정?
3291,진정한 여가부장관이 되시는 첫걸음... 사리분별 맘에 듭니다. 성범죄자 죽으면 용서된다?? 죽어도 죄인!!.
3292,박원순 5일장 한 사람 조사하자
3293,후보자님 다른건 본인들이 인정했고 법원에서 확인했지만 박시장 의혹 증거는요? 반론도 다 나왔고 어느것하나 확인된거 얘기해보세요 얘기햬봐 김재련!어이없는것들
3294,정권 눈치나 보는 장관은 필요없다
3295,그래 인정할껀 인정하고살자 그러니 서울시장 나오지말라고 소신껏말해라 민주당 위선 그만 떨고
3296,낯설다..그러다..장관되고 딴말하는건 아닐지
3297,옳은 소리를 하네? 여당에서 반대하겠군
3298,옳바른 척 뒤구녕으로는 추잡한 짓을 서슴치 않는 모습에서 위선자들의 권력으로 선의 피해자가 바른 조치를 받지 못하는 세상이 되버렸네요
3299,어차피 임명 될거니까 바른말 하시네요.문재인 눈치볼필요없이~
3300,그런거 왜 만든겨 ~
3301,김학의 갵은 소리하고 있눼~~ㅋㅋㅋ
3302,도대체 차고 넘치는 증거가 어디 있나구요 노랑머리 님 ????네????
3303,요몇일 지지율도그렇고 점점 삐걱대기시작하구나... 역시 정권말기로갈수록 권력기관들이 말을안들을꺼다 재인아ㅋㅋ 각오해라
3304,여가부 좀 제발 안 보고 살자 홧병 나 죽을 것 같다
3305,오늘밤부터 문빠들이 물어뜯겠네ㅜㅜ
3306,벌써 다음 정권에 기생할 채비 들어간건가
3307,뭐 당연한걸 큰 결심한것 처럼 말하네 박원순은 더럽고 추악한 성추행범이라고 당당히 말해야지 ㅋㅋㅋ
3308,왜 남한테 피해주냐아쉽다.
3309,어쩐 일로 인정을 하는 후보자가...? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 해가 서쪽에서 뜰라나?
3310,이 분은 무난히 장관 하실 듯
3311,여적여? 팝콘!! 팝콘!!
3312,"여가부는 폐지가 답이라고 생각하는데, 유일하게 정신머리가 똑바로 박힌 장관이 여가부 장관 후보자뿐인 것 같아서 모순적이네...."
3313,여가부해체하라고 난리니까 입맛맞춰서 대답하냐? ㅋㅋㅋ
3314,간만에 올바른 장관감 보네
3315,여가부 폐지 한표
3316,장관하고 싶어 저런 이야기 하는 거 아니지?? 여가부 장관이 되어 여가부 폐지에 앞장 서시면 대박~!!
3317,그래도 나름 소신은 있네.가해자라 명확히 말 못한건 그러려니 한다.
3318,여가부폐지!
3319,그렇게 쉽게 인정해버리면 바로 낙마할 수가 있단다
3320,오..마인드가
3321,올만에 바른 소리
3322,저런걸 왜하나 그냥 해체가 답이다
3323,여성의 진정한 대변자 역할을 못하는 여성부는 해체가 정답이다.
3324,여가부를 폐지해야 되는 이유는 여태껏 실적도 없었고 대한민국 미래에 발전이 안되는 걸 많은 사람이 공감하기 때문이다!!!
3325,소신있게 하려면 오거돈-박원순-안희정 당당하게 비판하고 처벌을 외쳐야지 여성들도 돌아설듯
3326,여가부가 남녀평등을 위한 부처가 아닌 남녀갈등을 오히려 조장하므로 폐지되어야 마땅합니다
3327,여가부는 왜 있는지 모르겠음 세금 아까워
3328,이기사는 짜집기네...ㅋㅋㅋ 성범죄는 맞는데... 피해자는 없데.... 여가부 인식이 이모양이야....ㅋㅋㅋ
3329,소신이냐 팀킬이냐ㅋ
3330,와 소화제같은말이군요!
3331,증거는 하나도 없지만 피해자는 있고 가해자는 피해자 반대편에 ... 뭐야 이게! 코메디냐!
3332,여가부는 우리나라 발전에 어떻게 기여를 하나요??
3333,아줌마 정신차려 쓸데없는말 하지말고
3334,증거를 내 놓으시오 정경심 판결처럼 증거없이 정황으로
3335,주제에 뭘 안다고 평가하냐?
3336,박원순이는 죽음으로써 죄를 대신했다.죽은사람은 왜계속 거들먹거리냐.
3337,"박시장이 성폭력했다는 증거는 하나도 안 나오고, 오히려 고소인을 의심할 만한 증거만 넘쳐나는데, 함부로 누군가를 범죄자로 단정짓는 본새가 벌써 자격미달이야."
3338,여성건강권은 의사판단하에 긴급한 경우만 허용하되 뱃속에 있는 애기도 이미 생명을 가진 한 인간이므로 말한마디 못 하고 세상을 떠나게 하는 낙태 반대합니다
